"Gruenfeld Defense, Exchange Variation, Modern Exchange Variation, Pawn Grab line",,228,D85,3/26/17,2221,2281,21.90%,27.60%,50.40%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Rb1 O-O 9.Be2 Nc6 10.d5 Bxc3+
"Gruenfeld Defense, Exchange Variation, Nadanian Attack",,320,D85,4/16/17,2317,2278,38.10%,33.80%,28.10%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.Na4
"Gruenfeld Defense, Exchange Variation, Seville Variation",,246,D87,1/25/17,2369,2332,28.50%,43.90%,27.60%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 Bg4 11.f3 Na5 12.Bxf7+
"Gruenfeld Defense, Exchange Variation, Simagin's Improved Variation",,512,D86,1/25/17,2346,2387,31.30%,33.00%,35.70%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 Nc6
"Gruenfeld Defense, Exchange Variation, Sokolsky Variation",,403,D89,4/15/17,2331,2321,39.20%,32.00%,28.80%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 cxd4 11.cxd4 Bg4 12.f3 Na5 13.Bd3 Be6 14.d5
"Gruenfeld Defense, Exchange Variation, Spassky Variation",,744,D88,4/21/17,2216,2189,39.90%,34.00%,26.10%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 cxd4 11.cxd4
"Gruenfeld Defense, Exchange Variation, Spassky Variation",,2050,D87,4/21/17,2240,2277,30.60%,31.00%,38.40%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5
"Gruenfeld Defense, Exchange Variation, Spassky Variation",,437,D89,4/2/17,2280,2296,28.60%,37.30%,34.10%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 cxd4 11.cxd4 Bg4 12.f3 Na5 13.Bd3 Be6
"Gruenfeld Defense, Flohr Defense",,115,D94,1/30/17,2314,2350,19.10%,44.40%,36.50%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd3 c6 7.O-O Bf5
"Gruenfeld Defense, Flohr Variation",,439,D90,4/7/17,2442,2414,41.50%,34.60%,23.90%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qa4+
"Gruenfeld Defense, General",,3838,D80,4/24/17,2289,2306,29.50%,33.90%,36.70%,1.d4 Nf6 2.c4 g6 3.Nc3 d5
"Gruenfeld Defense, Lutikov Variation",,116,D70,3/11/17,2231,2192,43.10%,20.70%,36.20%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.f3
"Gruenfeld Defense, Makogonov Variation",,516,D94,3/2/17,2386,2368,36.20%,38.80%,25.00%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.b4
"Gruenfeld Defense, Opocensky Variation",,467,D94,4/12/17,2387,2377,28.10%,45.20%,26.80%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd2
"Gruenfeld Defense, Russian Variation",,783,D96,4/14/17,2359,2304,46.60%,28.60%,24.80%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3
"Gruenfeld Defense, Russian Variation, Accelerated Variation",,460,D81,4/20/17,2446,2412,41.10%,34.40%,24.60%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Qb3
"Gruenfeld Defense, Russian Variation, Byrne (Simagin) Variation",,581,D97,3/31/17,2352,2367,27.70%,35.60%,36.70%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Nc6
"Gruenfeld Defense, Russian Variation, Hungarian Variation",,1141,D97,4/22/17,2386,2410,26.90%,36.50%,36.50%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 a6
"Gruenfeld Defense, Russian Variation, Prins Variation",,837,D97,4/8/17,2377,2397,30.20%,34.20%,35.60%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Na6
"Gruenfeld Defense, Russian Variation, Smyslov Variation",,449,D98,4/13/17,2369,2398,28.10%,38.50%,33.40%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4
"Gruenfeld Defense, Russian Variation, Smyslov Variation",,176,D99,12/12/16,2532,2440,43.20%,35.80%,21.00%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4 8.Be3 Nfd7 9.Qb3
"Gruenfeld Defense, Russian Variation, Szabo (Boleslavsky)",,388,D97,4/13/17,2225,2285,20.40%,32.70%,46.90%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 c6
"Gruenfeld Defense, Russian Variation, With e4",,238,D97,4/21/17,2410,2334,44.50%,27.70%,27.70%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4
"Gruenfeld Defense, Smyslov Defense",,733,D94,4/23/17,2308,2352,14.90%,49.30%,35.90%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd3 c6 7.O-O Bg4
"Gruenfeld Defense, Three Knights Variation",,2042,D90,4/21/17,2278,2294,31.00%,34.40%,34.60%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7
"Gruenfeld Defense, Three Knights Variation, Burille Variation",,1960,D94,4/23/17,2180,2168,30.80%,31.80%,37.40%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3
"Gruenfeld Defense, Three Knights Variation, Burille Variation, Reversed Tarrasch",,1115,D94,4/12/17,2326,2313,42.20%,36.00%,21.70%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 c5 6.Be2 cxd4 7.exd4 Nc6 8.O-O O-O
"Gruenfeld Defense, Three Knights Variation, Hungarian Attack",,1701,D92,4/15/17,2335,2306,36.90%,36.40%,26.80%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bf4
"Gruenfeld Defense, Three Knights Variation, Hungarian Variation",,1759,D93,4/19/17,2275,2237,33.30%,35.40%,31.30%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bf4 O-O 6.e3
"Gruenfeld Defense, Three Knights Variation, Paris Variation",,398,D94,4/21/17,1956,1956,24.40%,23.60%,52.00%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd3
"Gruenfeld Defense, Three Knights Variation, Petrosian System",,4681,D91,4/23/17,2313,2296,33.40%,36.20%,30.40%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bg5
"Gruenfeld Defense, Three Knights Variation, Vienna Variation",,361,D95,3/17/17,2341,2262,45.70%,35.20%,19.10%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Qb3
"Gruenfeld Defense, Zaitsev Gambit",,154,D80,3/21/17,2267,2248,40.90%,30.50%,28.60%,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.h4
"Gunderam Defense, General",,571,C40,4/12/17,2091,2177,30.60%,22.10%,47.30%,1.e4 e5 2.Nf3 Qe7
"Horwitz Defense, General",,9389,A40,4/23/17,2169,2208,31.80%,29.30%,38.90%,1.d4 e6
"Hungarian Opening, Catalan Formation",,159,A00,4/12/17,2066,2116,22.00%,23.90%,54.10%,1.g3 d5 2.Bg2 e6
"Hungarian Opening, Dutch Defense",,501,A00,4/12/17,2212,2242,26.10%,29.70%,44.10%,1.g3 f5
"Hungarian Opening, General",,7108,A00,4/23/17,2289,2277,38.50%,30.40%,31.10%,1.g3
"Hungarian Opening, Indian Defense",,3722,A00,4/21/17,2223,2237,24.50%,31.90%,43.60%,1.g3 Nf6
"Hungarian Opening, Reversed Modern Defense",,187,A00,4/23/17,2208,2201,35.80%,27.80%,36.40%,1.g3 d5 2.Bg2 c5
"Hungarian Opening, Sicilian Invitation",,1440,A00,4/23/17,2293,2302,29.20%,32.60%,38.20%,1.g3 c5
"Hungarian Opening, Slav Formation",,1419,A00,4/22/17,2318,2332,30.40%,34.50%,35.00%,1.g3 d5 2.Bg2 c6
"Hungarian Opening, Symmetrical Variation",,3163,A00,4/24/17,2278,2301,25.90%,33.60%,40.50%,1.g3 g6
"Indian Game Defense, Pseudo-Queen's Indian, Marienbad System",,479,A47,4/12/17,2372,2390,38.60%,38.40%,23.00%,1.d4 Nf6 2.Nf3 b6 3.g3 Bb7 4.Bg2 c5
"Indian Game, Anti-Grünfeld, Advance Variation",,195,E60,4/22/17,2310,2272,39.50%,26.10%,34.40%,1.d4 Nf6 2.c4 g6 3.d5
"Indian Game, Anti-Grünfeld, Alekhine Variation",,858,D70,4/22/17,2401,2372,38.60%,29.50%,31.90%,1.d4 Nf6 2.c4 g6 3.f3
"Indian Game, Anti-Nimzo-indian",,10243,E10,4/23/17,2356,2313,36.00%,35.00%,29.00%,1.d4 Nf6 2.c4 e6 3.Nf3
"Indian Game, Budapest Defense",,933,A51,3/30/17,1979,1965,46.50%,19.60%,33.90%,1.d4 Nf6 2.c4 e5
"Indian Game, Colle System, King's Indian Variation",,291,A48,4/11/17,2034,2004,52.90%,24.40%,22.70%,1.d4 Nf6 2.Nf3 g6 3.e3 Bg7 4.Bd3 d6
"Indian Game, Czech-Indian",,281,A46,3/18/17,2126,2149,32.00%,26.30%,41.60%,1.d4 Nf6 2.Nf3 c6
"Indian Game, Dzindzi-Indian Defense",,383,E10,4/22/17,2343,2387,28.20%,37.30%,34.50%,1.d4 Nf6 2.c4 e6 3.Nf3 a6
"Indian Game, General",,13006,A45,4/23/17,2160,2165,41.90%,25.70%,32.50%,1.d4 Nf6
"Indian Game, Kingside Fianchetto",,5808,E61,4/23/17,2193,2209,34.50%,28.50%,37.00%,1.d4 Nf6 2.c4 g6
"Indian Game, Knights Variation, General",,7584,A46,4/22/17,2293,2267,32.30%,36.80%,30.90%,1.d4 Nf6 2.Nf3
"Indian Game, London System",,5570,A46,4/23/17,2171,2137,33.00%,31.60%,35.30%,1.d4 Nf6 2.Nf3 e6 3.Bf4
"Indian Game, London System",,8647,A48,4/23/17,2182,2158,32.80%,30.40%,36.80%,1.d4 Nf6 2.Nf3 g6 3.Bf4
"Indian Game, Normal Variation",,318,A50,12/29/16,2377,2329,41.80%,25.50%,32.70%,1.d4 Nf6 2.c4
"Indian Game, Polish Variation",,697,A46,4/20/17,2225,2283,32.90%,28.00%,39.20%,1.d4 Nf6 2.Nf3 b5
"Indian Game, Przepiorka Variation",,7133,A49,4/22/17,2284,2267,32.70%,35.90%,31.40%,1.d4 Nf6 2.Nf3 g6 3.g3
"Indian Game, Pseudo-Benko",,1802,A46,4/17/17,2266,2317,27.90%,25.80%,46.30%,1.d4 Nf6 2.Nf3 c5 3.d5 b5
"Indian Game, Pseudo-King's Indian Variation",,7667,A49,4/23/17,2212,2219,35.90%,32.00%,32.20%,1.d4 Nf6 2.Nf3 g6
"Indian Game, Pseudo-Queen's Indian",,2451,A47,4/21/17,2230,2269,33.40%,30.80%,35.80%,1.d4 Nf6 2.Nf3 b6
"Indian Game, Queen's Pawn Opening",,2875,E00,4/20/17,2052,2089,35.50%,20.80%,43.70%,1.d4 Nf6 2.c4 e6
"Indian Game, Reversed Chigorin Defense",,628,A45,2/15/17,2197,2221,37.60%,23.40%,39.00%,1.d4 Nf6 2.Nc3 c5
"Indian Game, Saemisch-Indian",,1214,A50,4/21/17,2272,2325,35.10%,27.00%,37.90%,1.d4 Nf6 2.c4 b6
"Indian Game, Seirawan Attack",,523,E00,4/11/17,2086,2069,32.30%,22.20%,45.50%,1.d4 Nf6 2.c4 e6 3.Bg5
"Indian Game, Spielmann-Indian",,6541,A46,4/24/17,2233,2243,41.60%,31.00%,27.40%,1.d4 Nf6 2.Nf3 c5
"Indian Game, Tartakower Attack",,3336,A45,4/22/17,2257,2241,37.40%,31.40%,31.10%,1.d4 Nf6 2.g3
"Indian Game, Wade-Tarkatower Defense",,5871,A46,4/23/17,2215,2245,32.90%,30.00%,37.00%,1.d4 Nf6 2.Nf3 d6
"Indian Game, Yusupov-Rubinstein System",,7669,A46,4/23/17,2273,2249,32.90%,33.20%,34.00%,1.d4 Nf6 2.Nf3 e6 3.e3
"Italian Game, Anti-Fried Liver Defense",,516,C55,3/26/17,1618,1692,19.60%,14.30%,66.10%,1.e4 e5 2.Nf3 Nc6 3.Bc4 h6
"Italian Game, Bird's Attack",,521,C53,4/17/17,2285,2274,41.30%,22.80%,35.90%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.b4
"Italian Game, Classical Variation, Albin Gambit",,341,C53,4/1/17,2027,2018,42.50%,21.70%,35.80%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.O-O
"Italian Game, Classical Variation, Center Atttack",,227,C53,4/16/17,1991,1893,71.40%,11.40%,17.20%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4
"Italian Game, Classical Variation, Center Holding Variation",,229,C53,4/9/17,2222,2295,31.00%,24.90%,44.10%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Qe7 5.d4 Bb6
"Italian Game, Classical Variation, Closed Variation",,506,C53,4/8/17,2147,2166,38.10%,19.40%,42.50%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Qe7
"Italian Game, Classical Variation, De la Bourdonnais Variation",,227,C53,4/15/17,2082,2106,34.40%,21.60%,44.00%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 d6 5.d4 exd4 6.cxd4 Bb6
"Italian Game, Classical Variation, General",,831,C53,4/23/17,2008,1965,55.40%,19.40%,25.30%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3
"Italian Game, Classical Variation, Giuoco Pianissimo",,9792,C53,4/24/17,2257,2223,39.10%,32.80%,28.00%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3
"Italian Game, Classical Variation, Giuoco Pianissimo, Main line",,493,C53,4/1/17,2458,2411,34.90%,42.60%,22.50%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3 a6 6.Bb3 Ba7 7.h3 O-O 8.O-O d6 9.Re1
"Italian Game, Classical Variation, Greco Gambit",,698,C53,4/22/17,2203,2202,40.80%,27.10%,32.10%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.e5 d5
"Italian Game, Classical Variation, Greco Gambit, Anderssen Variation",,317,C54,4/21/17,2005,2084,28.40%,23.30%,48.30%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.e5 d5 7.Bb5 Ne4 8.cxd4 Bb4+
"Italian Game, Classical Variation, Greco Gambit, Main Line",,126,C54,4/13/17,1963,1945,51.60%,20.60%,27.80%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.cxd4 Bb4+ 7.Nc3 Nxe4 8.O-O Bxc3
"Italian Game, Classical Variation, Greco Gambit, Mason Gambit",,235,C54,4/10/10,2241,2243,36.60%,25.50%,37.90%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.O-O
"Italian Game, Classical Variation, Greco Gambit, Moeller-Therkatz Attack",,622,C54,4/11/17,2034,2039,31.20%,23.00%,45.80%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.cxd4 Bb4+ 7.Nc3 Nxe4 8.O-O Bxc3 9.d5
"Italian Game, Classical Variation, Greco Gambit, Traditional Line",,1908,C54,4/21/17,2086,2042,33.60%,31.20%,35.10%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.cxd4
"Italian Game, Deutz Gambit",,642,C55,4/21/17,2115,2081,44.20%,22.30%,33.50%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.O-O Nf6 5.d4
"Italian Game, Evans Gambit, Anderssen Variation",,279,C51,2/18/17,2018,2025,32.30%,19.00%,48.80%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Be7
"Italian Game, Evans Gambit, Anderssen Variation, Cordel Line",,448,C51,4/11/17,2276,2292,37.70%,26.80%,35.50%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Be7 6.d4 Na5
"Italian Game, Evans Gambit, Declined",,425,C51,3/24/17,2322,2321,41.60%,23.80%,34.60%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bb6
"Italian Game, Evans Gambit, MacDonnell Defense",,151,C51,1/29/17,1816,1826,21.20%,9.30%,69.50%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5
"Italian Game, Evans Gambit, MacDonnell Defense, Main Line",,134,C51,11/27/16,2285,2391,34.30%,6.00%,59.70%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6
"Italian Game, Evans Gambit, Main Line",,106,C52,2/9/17,2146,2141,41.50%,25.50%,33.00%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5
"Italian Game, Evans Gambit, Mieses Defense",,156,C52,4/11/17,2165,2068,48.10%,16.70%,35.30%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4 7.O-O Nge7
"Italian Game, Evans Gambit, Pierce Defense",,203,C52,3/17/17,2067,2073,33.50%,16.30%,50.30%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4
"Italian Game, Evans Gambit, Stone-Ware Variation",,167,C51,2/27/17,2244,2267,41.30%,14.40%,44.30%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bd6
"Italian Game, Evans Gambit, Tartakower Attack",,236,C52,4/24/17,2322,2315,35.60%,29.20%,35.20%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 d6 7.Qb3
"Italian Game, General",,1362,C50,4/19/17,2148,2070,48.40%,25.10%,26.50%,1.e4 e5 2.Nf3 Nc6 3.Bc4
"Italian Game, Giuoco Pianissimo",,986,C50,4/13/17,1938,1939,41.40%,25.10%,33.50%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3
"Italian Game, Giuoco Pianissimo, Canal Variation",,965,C50,4/20/17,2162,2161,31.90%,33.60%,34.50%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6 5.Nc3 d6 6.Bg5
"Italian Game, Giuoco Pianissimo, Italian Four Knights Variation",,2102,C50,4/22/17,2002,1982,33.60%,26.60%,39.90%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6 5.Nc3
"Italian Game, Giuoco Pianissimo, Normal",,3047,C50,4/23/17,2167,2183,32.20%,30.80%,37.10%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6
"Italian Game, Hungarian Defense",,2888,C50,4/15/17,2011,2054,27.90%,25.40%,46.60%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Be7
"Italian Game, Italian Variation",,3548,C50,4/24/17,2128,2140,33.40%,29.20%,37.40%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5
"Italian Game, Schilling-Kostic Gambit",,178,C50,3/13/17,1681,1711,37.60%,12.40%,50.00%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nd4
"Italian Game, Scotch Gambit, Anderssen Attack",,1453,C56,4/19/17,2158,2131,26.00%,38.10%,35.90%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d4 exd4 5.O-O Nxe4 6.Re1 d5 7.Bxd5 Qxd5 8.Nc3
"Italian Game, Scotch Gambit, De Riviere Defense",,252,C55,4/12/17,1957,1999,34.50%,19.40%,46.00%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d4 exd4 5.O-O Be7
"Italian Game, Scotch Gambit, Janowski Defense",,301,C55,4/20/17,2053,2090,38.50%,23.60%,37.90%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d4 exd4 5.O-O d6
"Italian Game, Scotch Gambit, Max Lange Attack",,475,C55,4/20/17,2027,2071,34.70%,17.50%,47.80%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d4 exd4 5.O-O Bc5
"Italian Game, Scotch Gambit, Max Lange Attack, Long Variation",,238,C55,3/10/17,2132,2148,32.40%,21.00%,46.60%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d4 exd4 5.O-O Bc5 6.e5 d5 7.exf6 dxc4 8.Re1+ Be6 9.Ng5 Qd5 10.Nc3 Qf5 11.Nce4
"Italian Game, Scotch Gambit, Walbrodt-Baird Gambit",,139,C55,3/4/17,2000,1981,36.00%,30.20%,33.80%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d4 exd4 5.O-O Bc5 6.c3
"Italian Game, Two Knights Defense",,613,C55,4/20/17,2062,2070,43.10%,21.00%,35.90%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6
"Italian Game, Two Knights Defense, Fried Liver Attack",,231,C57,1/31/17,1851,1769,77.50%,7.40%,15.20%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Nxd5 6.Nxf7
"Italian Game, Two Knights Defense, Fritz Variation",,478,C57,4/23/17,2094,2110,43.30%,19.00%,37.70%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Nd4
"Italian Game, Two Knights Defense, Knight Attack, Normal Variation",,102,C57,3/19/17,1673,1623,35.30%,16.70%,48.00%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5
"Italian Game, Two Knights Defense, Modern Bishop's Opening",,8684,C55,4/23/17,2281,2243,38.80%,31.70%,29.50%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3
"Italian Game, Two Knights Defense, Perreux Variation",,390,C55,3/10/17,2147,2128,36.70%,27.40%,35.90%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d4 exd4 5.Ng5
"Italian Game, Two Knights Defense, Polerio Defense, Bishop Check line",,1086,C58,4/23/17,2205,2154,43.70%,21.70%,34.50%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Na5 6.Bb5+
"Italian Game, Two Knights Defense, Polerio Defense, Bogoljubow Variation",,643,C58,4/22/17,2151,2116,41.20%,17.60%,41.20%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Na5 6.Bb5+ c6 7.dxc6 bxc6 8.Qf3
"Italian Game, Two Knights Defense, Polerio Defense, Kieseritsky Variation",,231,C58,3/9/17,2142,2095,40.70%,21.20%,38.10%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Na5 6.d3
"Italian Game, Two Knights Defense, Polerio Defense, Suhle Defense",,1055,C59,4/14/17,2182,2201,38.80%,22.80%,38.40%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Na5 6.Bb5+ c6 7.dxc6 bxc6 8.Be2 h6
"Italian Game, Two Knights Defense, Traxler Counterattack, Bishop sac line",,218,C57,2/2/17,2169,2099,43.10%,20.60%,36.20%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 Bc5 5.Bxf7+
"Italian Game, Two Knights Defense, Traxler Counterattack, Knight sac line",,106,C57,2/10/17,2010,2010,27.40%,24.50%,48.10%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 Bc5 5.Nxf7
"Italian Game, Two Knights Defense, Ulvestad Variation",,436,C57,2/23/17,2129,2126,44.50%,17.90%,37.60%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 b5
"Kadas Opening, General",,110,A00,1/26/17,2043,2083,35.50%,19.10%,45.50%,1.h4
"Kangaroo Defense, General",,2400,E00,4/16/17,2331,2384,24.80%,39.50%,35.60%,1.d4 e6 2.c4 Bb4+
"Kangaroo Defense, Keres Defense, Transpositional Variation",,666,E00,4/12/17,2348,2326,32.40%,31.40%,36.20%,1.d4 e6 2.c4 Bb4+ 3.Nc3
"King Pawn Game, Alapin Opening",,105,C20,10/16/16,2343,2312,40.00%,24.80%,35.20%,1.e4 e5 2.Ne2
"King Pawn Game, General",,248,C20,1/21/17,1961,1987,34.70%,21.00%,44.40%,1.e4 e5
"King Pawn Game, Leonardis Variation",,295,C20,2/13/17,1908,1987,29.80%,18.00%,52.20%,1.e4 e5 2.d3
"King Pawn Game, Macleod Attack",,109,C20,2/2/17,1893,1910,34.90%,20.20%,45.00%,1.e4 e5 2.c3
"King Pawn Game, Maroczy Defense",,486,B07,3/19/17,2032,2086,27.40%,32.50%,40.10%,1.e4 d6 2.d4 e5
"King Pawn Game, Tayler Opening",,308,C44,4/17/17,2206,2193,36.00%,29.90%,34.10%,1.e4 e5 2.Nf3 Nc6 3.Be2
"King Pawn Game, Tayler Opening, Inverted Hanham",,435,C44,4/14/17,2273,2295,33.30%,35.60%,31.00%,1.e4 e5 2.Nf3 Nc6 3.Be2 Nf6 4.d3 d5 5.Nbd2
"King's Gambit, Accepted, Abbazia Defense",,1140,C36,4/22/17,2194,2220,34.20%,28.20%,37.60%,1.e4 e5 2.f4 exf4 3.Nf3 d5 4.exd5 Nf6
"King's Gambit, Accepted, Becker Defense",,237,C34,8/24/16,2268,2246,45.10%,17.70%,37.10%,1.e4 e5 2.f4 exf4 3.Nf3 h6
"King's Gambit, Accepted, Bishop's Gambit",,487,C33,3/1/17,2294,2266,41.50%,19.70%,38.80%,1.e4 e5 2.f4 exf4 3.Bc4
